Text Label
ይልግስ O
። O

እቶም O
ዝሕታለ O
አእምሮ O
ዘለዎም O
ሰባት O
ብኻልእ O
ኣካለዊ O
ጸገማት O
ክጥቅዑ O
ስለ O
ዝኽእሉ O
ግቡእ O
ክንክንን O
ቆላሕታን O
ከምዘድልዮም O
እውን O
ጥዕናዊ O
ጽሑፋት O
ይመኽሩ O
። O

ስለ O
ዝኾነ O
እቲ O
ብፈጣሪ O
እተዋህበና O
ህያብ O
ብኽብሪ O
ክንቅበሎን O
ከም O
ወለዲ O
እቲ O
ዝገበኦ O
ፍቕርን O
ክንክንን O
ክንገብረሉ O
ይግባእ O
ክትብል O
ንኹሉ O
ሕብረተሰብ O
ትመክር O
። O

እዛ O
ብሕብረተሰብ O
ከም O
ዓባይ O
መምህርን O
ኣደን O
እትኽበር O
ኣደ O
ነታ O
ዝወለደታ O
ፍልይ O
ዝበለት O
ውላዳ O
ልዕሊ O
ማንም O
ከምእተፍቅራን O
ከምእትኣልያን O
ብዘረባ O
ዘይኮነ O
ብግብሪ O
እያ O
ትገብሮን O
ተረጋግጾን O
። O

ንውላዳ O
ኣብ O
ዝኾነ O
ማሕበራዊ O
ምትእኽኻብን O
ቤተ-ጸሎትን O
ሓምስፋታን O
ሒዛታን O
ስለእትኸይድ O
እታ O
ቖልዓ O
ከም O
ማንም O
መዘናታታ O
ቖልዑ O
ስሩዕ O
ትምህርቲ O
ትከታተልን O
ንቡር O
ህይወትን O
ትመርሕ O
ኣላ O
። O

ሰብነት O
ደቂ O
ሰብ O
ብቢልዮናት O
ብዝቑጸሩ O
ዋህዮታት O
ዝተሃነጸ O
እዩ O
ነብሲ O
ወከፍ O
ዋህዮ O
ድማ O
ናይ O
ገዛእ O
ርእሳ O
ሰረታት O
ዘርኢ O
ጂንስ O
ኣለዎ O
እቶም O
ሰረተ O
ህይወት O
ከኣ O
ክሮሞዞም O
ብዝበሃሉ O
መዋቕራት O
ዝተወደቡ O
እዮም O
። O

ሰረተ O
ህይወት O
ጂናት O
ከም O
ናይ O
ሕብሪ O
ዓይንናን O
ጾታናን O
ዝውስን O
ጠቓሚ O
ሓበሬታት O
ዝሓዙ O
እዮም O
። O

ብልሙድ O
ዋህዮታት O
46 O
ክሮሞዞማት O
እዮም O
ዝሕዙ O
ይኹን O
እምበር O
ኩሎም O
ዋህዮታት O
ወይ O
ገሊኦም O
ብምኽንያት O
ቅዳሕ B-DATE
ክሮሞዞም21 O
ተባሂሉ O
ዝፍለጥ O
። O

እቲ O
ብትግርኛ O
ዝሕታለ O
አእምሮ O
ተባሂሉ O
ዝጽዋዕ O
ብኢንግሊዝ B-LOC
ግን O
ዳውንስ B-PER
ሲንድረም I-PER
ተባሂሉ O
ዝጽዋዕ O
ዓይነት O
ሕማም O
ብስም O
እቲ O
ኣብ O
1866 B-DATE
ነዚ O
ሕማምዚ O
ዝምልከት O
ሓበሬታ O
ዘሕተመ O
ዶክተር O
ጆን B-PER
ሌግዶን I-PER
ዳውን I-PER
እዩ O
። O

ዝጽዋዕ O
ካብ O
ሽዑ B-DATE
ኣትሒዙ O
ክሳብ B-DATE
ሕጂ I-DATE
ነዚ O
ጸገም O
ጥዕና O
ዝገልጹ O
ብዙሓት O
ሓበሬታታት O
ይወጽእ O
እዩ O
። O

ንሕክምና O
ብዝምልከት O
ዝሕታለ O
አእምሮ O
ንሙሉእ B-DATE
ዕድመ I-DATE
ዝጸንሕ O
ጸገም O
እዩ O
ይኹን O
እምበር O
ነቶም O
ጸገም O
ዘለዎም O
ቖልዑ O
ካብ O
ግዜ B-DATE
ህጻንነቶም O
እቲ O
ዝግባእ O
ሕክምናውን O
ሰብኣውን O
ክንክንን O
ሓገዝን O
እንተተገይሩሎም O
ኣካላውን O
ኣእምሮኣውን O
ክእለታቶም O
ክዓብን O
ክመሓየሽን O
ይኽእል O
እዩ O
። O

እቶም O
ኣብ O
ምዕቡላት O
ሃገራት O
ዝርከቡ O
ዝሕታለ O
አእምሮ O
ዘጋጥሞም O
ቖልዑ O
ግቡእ O
ሕክምናውን O
ትምህርታውን O
ሓገዛት O
ከም O
ዝግበረሎም O
ዝገልጽ O
። O

ምህላው O
ብምዝኽኻር O
ከም O
ሕብረተሰብ O
ኩሉ O
ሰብ O
ክሕግዝን O
ከተባብዕን O
ከምዝግባእ O
ገሊጹ O
። O

ሩስያ B-LOC
ግን O
ከምኡ O
ዝበሃል O
መደብ O
ከም O
ዘየለ O
ብምግላጽ O
ነቲ O
ግምታት O
ነጺጋቶላ O
። O

እንተዀነ O
እቲ O
ምርኢት O
ነፈርቲ O
ብሰንኪ O
ሕማቕ O
ኵነታት O
ኣየር O
ከም O
ዝተሰረዘ O
ኣገልግሎት B-ORG
ዜና I-ORG
ሩስያ I-ORG
ኣፍሊጡሎ O
። O

ፕረዚደንት O
ፑቲን B-PER
ኣብ O
መደረኡ O
ዘይከም O
ትጽቢት O
ዝተገብረሉ O
ዓበይቲ O
ጉዳያት O
ከም O
ዘየልዓለ O
ይንገር O
ኣሎ O
። O

እንተዀነ O
ነቲ O
ኣብ O
ልዕሊ O
ዩክረይን B-LOC
ዝገብሮ O
ዘሎ O
ወራር O
ምኽኑይ O
ንምግባር O
ዩክረይንን B-ORG
ኔቶን B-ORG
ኣብ O
ልዕሊ O
ሩስያ B-LOC
ስግኣት O
ክፈጥሩ O
ጸኒሖም O
እዮም O
ከምዚ O
ዓይነት O
ተግባር O
ኣብ O
ወሰናስን B-LOC
ሩስያ I-LOC
ብወገንና O
ኣይንቕበሎን O
ኢና O
ኢሉ O
። O

ንሱ O
ኣብ O
መደረኡ O
ዝርዝር O
መርትዖታት O
ከየቕረበ O
ግን O
ምዕራባውያን O
ኣብ O
መሬትና O
ንክረምያ O
ወሲኽካ O
ወራር O
ክፍጽማ O
ይዳለዋ O
ነይረን O
ኢሉ O
። O

እዚ O
በዓል O
ብምኽንያትዚ O
ኣብ O
ዩክረይን B-LOC
ዝካየድ O
ዘሎ O
ኲናት O
ፍሉይ O
ኣቓልቦ O
ረኺቡሎ O
። O

ኣብ O
ዝሓለፈ B-DATE
ሳምንቲ I-DATE
ንፍሉይ O
ክእለታት O
ወፍሪ O
ዝጽውዕ O
ምልክታታት O
ስራሕ O
ክወጽእ O
ከም O
ዝቐነየ O
ይፍለጥ O
። O

እንተዀነ O
ንኽብሪቲ O
ፕረዚደንት O
ኣብ O
ግምት O
ኣእቲኻ O
እቲ O
መዓልቲውን B-DATE
ብዛዕባዚ O
ምዝራብ O
ምቹእ O
ኣይኰነን O
። O

እታ O
ደቡባዊት B-LOC
ከተማ I-LOC
ዩክረይን I-LOC
ምሉእ O
ብምሉእኳ O
እንተዓነወት O
ሩስያ B-LOC
ግን O
ብዛዕባ O
ንዩክረይን B-LOC
ካብ O
ናዚነትን O
ወተሃደራውነትን O
ምንጻህ O
ጥራይ O
እያ O
ትዛረብ O
ኣላ O
። O

ብዛዕባቲ O
ኣዞቭ B-MISC
ዝብሃል O
ናዚ O
ኢላ O
እትጥቅኖ O
በጦሎኒ O
ከም O
ዝደምሰሰትውን O
ክትዛረብ O
እያ O
። O

እዚ O
በጦሎኒ O
ሕሉፋት O
ሃገራውያን O
ኣባላትኳ O
እንለውዎ O
ብመንግስቲ B-ORG
ዩክረይን I-ORG
እዩ O
ምክትታል O
ዝግበረሉ O
። O

ፍትሓውነት O
እቲ O
መረጻ O
ግን O
ኣዝዩ O
ኣካታዒዩ O
። O

ንዝሓለፉ B-DATE
ኣዋርሕ I-DATE
ሕጹያት O
ተወዳደርቲ O
እቲ O
መረጻ O
ናይ O
ሓሶት O
ሓበሬታታትን O
ስኑዓት O
ኣካውንታት O
ማሕበራዊ O
ሚዲያን O
ተጠቒሞም O
ጽልዋ O
ክፈጥሩ O
ጸኒሖምዮም O
ዝብል O
ክስታት O
ክቐርበሎም O
ጸኒሑ O
። O

ብፖለቲካዊ O
ኣዘራርባ O
ኣማኻሪ O
ሸመታ O
ማሕበራዊ O
ሚዲያየ O
። O

ጆን B-PER
ትኽክለኛ O
ሽሙ O
ኣይኮነን O
ግን O
ከኣ O
ኣካል O
ኣብዚ O
ቀጻሊ O
ፕረዚደንት O
ፍሊፒንስ B-PER
ንምምራጽ O
ኣገዳሲ O
ዝዀነ O
ኢንዳስትሪ O
እዩ O
። O

መዓልታዊ B-DATE
ንሽዱሽተ I-DATE
ሰዓታት I-DATE
ኣማኢት O
ንፖለቲከኛታትን O
ጐስጎስቶምን O
ዝጠቕሙ O
ናይ O
ፈይስቡክ B-ORG
ገጻትን O
ናይ O
ሓሶት O
ድሕረ O
ገጻትን O
እናመሓደረ O
ይውዕል O
። O

እዚ O
ሮድሪጎ B-PER
ዱተርተ I-PER
ብ2016 B-DATE
ናብ O
ስልጣን O
ካብ O
ዝመጽእ O
ንደሓር B-DATE
ንፈለማ I-DATE
እዋን I-DATE
ዝካየድ O
ዘሎ O
መረጻ O
ኰይኑ O
ነቐፍቱ O
ብማዕበል O
ዜና O
ሓሶት O
ዝመጽአዩ O
ይብሉ O
። O

ከም O
ተዓዘብቲ O
መረጻን O
ክኢላታት O
ምውዛሕ O
ናይ O
ሓሶት O
ሓበሬታን O
ካብ O
ሽዑ B-DATE
ጀሚሩ I-DATE
ዝተመሓየሸ O
ነገር O
ከም O
ዘየሎን O
እቲ O
ኵነታት O
እናኸፍአ O
ከም O
ዝመጽአን O
ይገልጹ O
። O

ኣብ O
ትሕቲኡ O
30 O
ሰራሕተኛታት O
ኣለውዎ O
። O

ዕላማኦም O
ዋላውን O
ብናይ O
ሓሶት O
ሓበሬታ O
እንተኾነ O
ዓማዊሎም O
ፖለቲካዊ O
ድጋፍ O
ክረኽቡ O
ምግባር O
እዩ O
። O

ንሱ O
እዚ O
ንዓመታት B-DATE
ክሰርሓሉ O
ዝጸንሐ O
ጉዳይ O
ምዃኑ O
ይዛረብ O
። O

ብ2013 B-DATE
ኣብ O
ሓደ O
ኣነ O
ዝከታተሎ O
ዞባ B-LOC
ናይ O
ሓሶት O
ዜና O
ዘረጊሕና O
። O

ቁጽሪ O
ስልክን O
ስእልን O
ሓደ O
ፖለቲከኛ O
ገይርና O
ንዕኡ O
ኣምሲልና O
ውሽማ O
ይደሊየ O
ዝብል O
ሓጺር O
ናይ O
ጽሑፍ O
መልእኽቲ O
ልኢኽና O
። O

ብዝገርም O
ኵነታት O
ዓሚለይ O
ተዓዊቱ O
ይብል O
። O

ንድሕነቱ O
ስለ O
ዝሰግእ O
መንነቱ O
ክዕቀብ O
ገይርና O
ኢና O
። O

ካልእ O
ዝጥቀመሉ O
ሜላ O
ክዛረብ O
እንከሎ O
ድማ O
ፖለቲካዊ O
ዘይኮኑ O
ገጻትን O
ጕጅለታትን O
ተጠቒሙ O
ፖለቲካዊ O
ፕሮፖጋንዳ O
ይዝርግሕ O
። O

ወናኒ B-ORG
ፈይስቡክ I-ORG
ኩባኒያ I-ORG
ሜታ I-ORG
ኣብ O
ፊሊፒንስ B-LOC
ብዙሓት O
ሰባት O
ንምግጋይ O
ዝተኸፈቱን O
ፖሊሲታቱ O
ዝጥሓሱን O
ልዕሊ O
400 O
መጥቃሚታት O
ገጻትን O
ጕጅለታትን O
ከም O
ዝዓጸወ O
ይገልጽ O
። O

ካልእ O
ሕጹይ O
ፕረዚደንት O
ተጓሳጢት O
ነበር O
ማኒ B-PER
ፓኪዮ I-PER
ስኑዕ O
ዜናን O
ናይ O
ሓሶት O
ሓበሬታን O
ቁጽጽር O
ክግበረሉ O
ከም O
ዝግባእ O
ይዛረብ O
። O

ኣብዚ O
ካብ O
ክኢላታት O
ርክባት O
ህዝቢ O
ጀሚሩ O
ክሳብ O
ጸለውትን O
ኣመሓደርቲ O
እቶም O
ናይ O
ሓሶት O
ኣካውንታትን O
ዝሳተፍሉ O
ውረድ O
ተዋረድ O
ከም O
ዘሎ O
የረድእ O
። O

እዚ O
እዞም O
ሰባት O
መንዮም O
ዝብል O
ቅሉዕ O
ምስጢር O
እዩ O
ዝብል O
እቲ O
ፕሮፌሰር O
ክፍሊታት O
ካብ O
ባንኪ O
ወጻኢ O
ከም O
ዝፍጸሙ O
ሓቢሩ O
። O

ክሳብ B-DATE
1986 I-DATE
ንልዕሊ O
ክልተ B-DATE
ዓሰርተ I-DATE
ዓመታት I-DATE
ዝነበረ O
ምሕደራ B-ORG
ማርቆስ B-PER
ሲንየር I-PER
ንተቓወምቲ O
ብምቕታልን O
ብምስቓይን O
እዩ O
ዝፍለጥ O
። O

ከም O
ጸብጻብ O
ኣምነስቲ B-ORG
ኢንተርናሽናል I-ORG
ኣብ O
ትሕቲ O
ምሕደራኡ O
70 O
ሽሕ O
ሰባት O
ተኣሲሮም O
34 O
ሽሕ O
ተሳቕዮም O
3240 O
ድማ O
ተቐቲሎምዮም O
። O

ሴሊን B-PER
ሳምሶን I-PER
ብ2021 B-DATE
ምስ O
መረጻ O
ዝተሓሓዝ O
ዝነበሩ O
ናይ O
ሓሶት O
ሓበሬታታት O
ርኢናዮም O
ኢና O
። O

ኣብ O
ልዕሊ O
መነሓንሕቱ O
ሌናውን O
ብቕዕቲ O
ኣይኮነትን O
ዝብሉ O
ብዙሓት O
መጥቃዕታት O
ክወርዱ O
ርኢና O
ኢና O
ትብል O
። O

ወሃቢ O
ቃል O
ቦንግ B-PER
ቦንግ I-PER
ማርቆስ I-LOC
ግን O
እቶም O
ዝቐርቡ O
ዘለው O
ክስታት O
ውጹእ O
ሓሶትን O
መጋገይትን O
ብምባል O
ነጺጉዎም O
። O

ኣብ O
ካልኦት O
ቃለ O
መጠይቓት O
ግዳይ O
ናይ O
ባዕሎም O
ፖለቲካዊ O
ኣጀንዳ O
ዘለዎም O
ኣጻረይቲ O
ሓቂ O
እየ O
ኢሉ O
ነይሩ O
። O

ኣብ O
ጐስጓስ O
መረጻ O
ንምሕጋዝ O
ድማ O
ናይ O
ሓሶት O
ኣካውንታት O
ከም O
ዘይተጠቐመ O
ይገልጽ O
። O

ጆን B-PER
ግን I-PER
ኣብ O
መረጻ O
2022 B-DATE
ሕጹይ O
ኮይኑ O
ዝወዳደር O
መሓዛኡ O
ናይ O
ሓሶት O
ሓበሬታ O
ክዝርግሕ O
ተሓቲቱ O
ከም O
ዘይተቐበሎ O
ይዛረብ O
። O

እዚ O
ብሳልሳይ O
ኣካል O
ከነረጋግጾ O
ኣይከኣልናን O
። O

ኣብ O
ምብራቕ B-LOC
ዩክረይን I-LOC
ዝርከብ O
ሓደ O
ቤት O
ትምህርቲ O
ብቦምባ O
ተሃሪሙ O
ኣስታት O
60 O
ሰባት O
ከም O
ዝተቐትሉ O
ፕረዚደንት O
ቮሎድሚር B-PER
ዘለንስኪ I-PER
ተዛሪቡ O
። O

ንዝሓለፉ B-DATE
ሸሞንተ I-DATE
ኣዋርሕ I-DATE
ድማ O
መብዛሕትኡ O
ከባቢ O
እቲ O
ዞባ B-LOC
ኣብ O
ትሕቲቶም O
ብሩስያ B-LOC
ዝድገፉ O
ተገንጸልቲ O
ዕጡቓት O
እዩ O
ጸኒሑ O
። O

እታ O
ቢሎሆሪቭካ B-LOC
ዝተባህለት O
ዓዲ O
ናብታ O
ብመንግስቲ O
ተታሒዛ O
ዘላ O
ከተማ B-LOC
ሲቨርዶኔቲስክ I-LOC
ዝቐረበት O
ኮይና O
ብቐዳም B-DATE
ኣብቲ O
ከባቢ O
ሓያል O
ውግእ O
ይካየድ O
ምንባሩ O
ተገሊጹ O
። O

ዳርጋ B-PER
ምሉእ O
ነባሪ O
እታ O
ዓዲ O
ኣብ O
ትሕቲ O
ቲ O
ቤት O
ትምህርቲ O
ኣዕምስቦም O
ከም O
ዝነበሩ O
እዩ O
ዝገልጽ O
። O

እቲ O
ኣመሓዳሪ O
ወሲኹ O
እቲ O
ፍርስራስ O
ምስ O
ተጸረገ O
ጥራይዩ O
ትኽክለኛ O
ብዝሒ O
ግዳያት O
ክፍለጥ O
ዝኽእል O
ኢሉ O
። O

ዋና O
ጸሓፊ O
ውድብ B-ORG
ሕቡራት I-ORG
ሃገራት I-ORG
ኣንቶኒዮ B-PER
ጉተረዝ I-PER
በቲ O
መጥቃዕቲ O
ከም O
ዝተምስጥዐ O
ዝገለጸ O
ኮይኑ O
ኣብቲ O
ዝቕጽል O
ዘሎ O
ኲናት O
ሲቪላውያን O
ግዳያት O
ክኾኑ O
የብሎምን O
ኢሉ O
። O

ካብቲ O
ክፋሉ O
ዝዓነወ O
ፋብሪካ O
ብቐጥታ O
ኣብ O
ዝተመሓላለፈ O
ዜና O
ግን O
ኣባላት O
እታ O
በጦሎኒ O
ኢዶም O
ከም O
ዘይህቡ O
ገሊጾም O
። O

ሓደ O
ካብኣቶም O
ሌተናል B-PER
ኢሊያ I-PER
ሳሞሌንኮ I-PER
ንጸላኢ O
ዓቢይ O
ህያብ O
ከነረጋግጸሉ O
ስለ O
ዘይንደሊ O
ኢድካ O
ምሃብ O
ብኣና O
ተቐባልነት O
የብሉን O
። O

ብመሰረቱ O
ዝሞትና O
ሰባት O
ኢና O
መብዛሕትና O
ነዚ O
ንፈልጥ O
ኢና O
። O

ስለዝዀነ O
ኢና O
ብዘይፍርሒ O
ንዋጋእ O
ዘለና O
ኢሉ O
። O

ፕረዚደንት O
ዘለንስኪ B-PER
ግን O
ሃገሩ O
ነታ O
ከተማ O
ንምክልኻል O
ከበድቲ O
ኣጽዋር O
የብላን O
ብምባል O
ዘለዎ O
ዲፕሎማሲያዊ O
ጻዕሪ O
ኣብ O
ውሽጢ O
እቲ O
ፋብሪካ O
ተኸርዲኖም O
ዝነበሩ O
ሲቪላውያን O
ንምውጻእ O
ከም O
ዝተኻእለ O
ሓቢሩ O
። O

ትማሊውን B-DATE
51 O
ሰባት O
ምውጻእ O
ከም O
ዝተኻእለ O
ሓቢሩ O
። O

ብ24 B-DATE
ለካቲት I-DATE
ወራር O
ሩስያ B-LOC
ካብ O
ዝጅመር O
ኣትሒዙ O
ኣብ O
ዩክረይን B-LOC
2345 O
ሰባት O
ከም O
ዝሞቱን O
2919 O
ሰባት O
ከም O
ዝምስሰሉን O
ውድብ B-ORG
ሕቡራት I-ORG
ሃገራት I-ORG
ይገልጽ O
። O

ኣብቲ O
ውግእ O
ብኽልቲኡ O
ሸነኽ O
ኣሽሓት O
ወተሃደራት O
ሞይቶምን O
ቆሲሎምንዮም O
። O

እቲ O
ኲናት O
ካብ O
ዝጅመር O
ኣትሒዙ O
ልዕሊ O
12 O
ሚልዮን O
ሰባት O
ካብ O
ቤት O
ንብረቶም O
ክምዛበሉ O
እንከለው O
5.7 O
ሚሊዮን O
ሰባት O
ናብ O
ጐረባብቲ O
ሃገራት O
እቶም O
6.5 O
ሚሊዮን O
ድማ O
ኣብ O
ውሽጢ O
እታ O
ሃገር O
ዝተመዛበሉዮም O
። O

ሚኒስትሪ B-ORG
ንግድን I-ORG
ዞባዊ I-ORG
ምትእስሳርን I-ORG
ኢትዮጵያ I-ORG
ዋጋ O
ነዳዲ O
ብደረጃ O
ዓለም O
ከም O
ዝወሰኸ O
ብምግላጽ O
ቅድሚ B-DATE
ኣርባዕተ I-DATE
ኣዋርሕ I-DATE
ኣብ O
ዘውጽኦ O
ተመን O
ዋጋ O
ነዳዲ O
ምምሕያሽ O
ከም O
ዝገበረ O
ኣፍሊጡ O
። O

እቲ O
ሚኒስትሪ B-ORG
ንድጐማ O
ነዳዲ O
ብዝገበሮ O
ወጻኢ O
ኣብ O
ሓያል O
ጸቕጢ O
ከም O
ዝወደቐ O
ብምሕባር O
ኣብ O
ድጐማ O
ምርግጋእ O
ዋጋ O
ነዳዲ O
ኣብ O
ወርሒ B-DATE
ብማእከላይ O
ገምጋም O
ናብ O
ተጠቀምቲ O
ክመሓላለፍ O
ዝግባኦ O
ካብ O
ዝነበረ O
ናይ O
10 O
ቢሊዮን O
ብር O
ጉድለት O
ተመዝጊቡ O
ኢሉ O
። O

በዚ O
ምኽንያት O
ካብ O
ሎሚ B-DATE
ጀሚሩ I-DATE
ኣብ O
ኣዲስ B-LOC
ኣበባ I-LOC
ግብራዊ O
ዝኸውን O
ለውጢ O
ኣብ O
ዋጋታት O
ነዳዲ O
ገይሩ O
ኣሎ O
። O

ኢትዮጵያ B-LOC
ኣብ O
ዝሓለፈ B-DATE
ወርሒ I-DATE
ታሕሳስውን I-DATE
ወሰኽ O
ዋጋ O
ነዳዲ O
ገይራ O
ነይራ O
እያ O
። O

ይዅንምበር O
ህልው O
ኵነታት O
እታ O
ሃገር O
ኣብ O
ግምት O
ብምእታው O
85 O
ሚእታዊት O
ሰኸም O
መንግስቲ O
ተጻዊሩ O
እቲ O
15 O
ሚእታዊት O
ናብ O
ተጠቀምቲ O
ክመሓላለፍ O
ብምውሳን O
ኣብ O
መሸጣ O
ፍርያት O
ነዳዲ O
መጠናዊ O
ምምሕያሽ O
ተገይሩ O
ኣሎ O
ይብል O
። O

መንግስቲ B-ORG
ኣብ O
ወርሒ B-DATE
ታሕሳስ I-DATE
2014 I-DATE
ዓ.ም I-DATE
ግእዝ I-DATE
ብደረጃ O
ዓለም O
ዋጋ O
ነዳዲ O
ከም O
ዝወሰኸ O
ብምግላጽ O
ወሰኽ O
ዋጋ O
ከም O
ዝገበረ O
ኣፍሊጡ O
ነይሩ O
። O

በዚ O
መሰረት O
ኣብ O
ከም O
ጸሊም O
ናፍታ O
ዝኣመሰሉ O
ፍርያት O
ንሊትሮ O
ክሳብ O
121 O
ሚእታዊት O
ወሰኽ O
ወይውን O
ብ28 O
ብር O
ወሰኽ O
ዘርኣዩ O
ኮይኖም O
እቲ O
ዝተሓተ O
ምምሕያሽ O
ዋጋ O
ዝተገብረሉ O
በንዚን O
15 O
ሚእታዊት O
ወሰኽ O
ኣርእዩ O
እዩ O
። O

መገዲ B-ORG
ኣየር I-ORG
ናይጀርያ I-ORG
ነቲ O
ብሰንኪ O
ወሰኽ O
ዋጋ O
ነዳዲ O
ካብ O
ሰኑይ B-DATE
ኣትሒዙ O
ክቋርጾ O
ወጢንዎ O
ዝነበረ O
በረራታት O
ውሽጢ O
ዓዲ O
ድሕሪ B-DATE
ዘጋጠሞ O
ተሪር O
ተቓውሞ O
ከም O
ዝሰረዞ O
ኣፍሊጡ O
። O

እንተዀነ O
እተን O
መገዲ O
ኣየራት O
እቲ O
ኣብዚ O
ጉዳይ O
ዝምልከት O
ምስ O
መንግስቲ O
ዝግበር O
ዘሎ O
ዝርርብ O
እናቐጸለ O
እንከሎ O
ስርሐን O
ክቕጽላ O
ምዃነን O
ኣፍሊጠን O
ኣለዋ O
። O

ብመንግስቲ B-ORG
ክሳዕ B-DATE
ሕጂ I-DATE
ዝተወሰነ O
ውሕስነት O
ተዋሂብወን O
ከም O
ዘሎ O
ድማ O
ኣፍሊጠን O
ኣለዋ O
። O

ነዚ O
ስዒቡ O
ብመገዲ B-ORG
ኣየር I-ORG
ናይጀርያ I-ORG
ዝተወስደ O
ውሳነ O
ምስራዝቲ O
ውጥን O
ንብዙሓት O
ስርሓቶም O
ከይሰናኸል O
ኣብ O
ወጥሪ O
ዝጸንሑ O
ተጓዓዝቲ O
ሩፍታ O
ፈጢሩ O
ከም O
ዘሎ O
ተፈሊጡሎ O
። O

እንተዀነ O
እቲ O
ኣብ O
መንጐ B-ORG
መገዲ B-ORG
ኣየር I-ORG
ናይጀርያን I-ORG
መንግስቲ I-ORG
ናይጀርያን I-ORG
ዝግበር O
ዘሎ O
ዝርርብ O
ማዕረ O
ክንደይ O
ዘላቒ O
ፍታሕ O
ከምጽእ O
ከም O
ዝኽእል O
ዛጊት O
ዝተፈለጠ O
ጭቡጥ O
ነገር O
የለን O
። O

ብሕጽረት O
ነዳዲ O
ዝምኽነ O
ካብ O
ዝሓለፈ B-DATE
ወርሒ I-DATE
መጋቢት I-DATE
ኣትሒዙ O
ሓያለ O
በረራታት O
ክስረዝን O
ክደናጐን O
ከምዝጸንሐ O
ይፍለጥ O
። O

ናይጀርያ B-LOC
ኣብ O
ኣፍሪቃ B-LOC
ቀዳመይቲ O
ነዳዲ O
እተፍሪ O
ሃገር O
ትዅን O
እምበር O
ዳርጋ O
ዅሉ O
ነዳዲ O
ነፈርቲ O
ካብ O
ደገ O
እያ O
ተእትዎ O
። O

ኣብታ O
ሃገር O
ካብን O
ናብን O
ዝግበር O
ጕዕዞ O
ጸጥታዊ O
ስግኣት O
ስለዘለዎ O
ብፍላይ O
እቶም O
ዓቕሚ O
ዘለዎም O
ብነፈርቲ O
ክጓዓዙ O
ይመርጹ O
። O

ኣብታ O
ሃገር O
ንዓበይቲ O
መካይን O
ዒላማ O
ዝገበረ O
ክትራን O
ተጓዓዝቲ O
ምጫዋይን O
ኣምሳያ O
ገንዘብ O
ምሕታትን O
ልሙድ O
እዩ O
። O

ኣብ O
ምዕራብ B-LOC
ትግራይ I-LOC
ንዝተፈጸመ O
ምጽጻይ O
ዓሌት O
ዘመላኽት O
መርትዖታት O
ንምጥፋእ O
ብዝተወደበ O
መልክዕ O
ብዝካየድ O
ዘሎ O
ወፍሪ O
ኣስከሬናት O
ብኣማኢት O
ዝቑጸሩ O
ሰባት O
ኮነ O
ተባሂሉ O
ከምዝዓኑ O
ይግበር O
ከምዘሎ O
ምስ O
15 O
መሰኻኽር O
ዓይኒ O
ካብ O
ዝተገብረ O
ቃለመሕትት O
ክፍለጥ O
ተኻኢሉ O
። O

ኣብቲ O
ኣብ O
ኢትዮጵያ B-LOC
ንልዕሊ O
ሓደ B-DATE
ዓመትን I-DATE
ፈረቓን O
ዝቐጸለ O
ኲናት O
ተወለድቲ O
ትግራይ B-LOC
ዕላማ O
ከምዝኾኑ O
ዝገልጹ O
ጸብጻባት O
ክወጹ O
ጸኒሖም O
እዮም O
። O

ነቲ O
ከባቢ O
ተቖጻጺሮምዎ O
ዘለው O
ኣባላት O
ፍሉይ B-ORG
ሓይሊ I-ORG
ክልል I-ORG
ኣምሓራ I-ORG
ናይ O
ጃምላ O
መቓብራት O
ፍሒሮም O
ብኣማኢት O
ዝቑጸር O
ኣስከሬናት O
ብምውጻእ O
ኣቃጺሎም O
ነቲ O
ተረፍ O
ካብቲ O
ክልል B-LOC
የግዕዝዎ O
ከምዘለው O
መሰኻኽር O
ዓይኒ O
ብቴለፎን O
ኣብ O
ዝተገበረ O
ቃለመሕትት O
ተዛሪቦም O
። O

መቓብራት O
ከምእተፋሕረ O
ዝገለጹ O
ሰብ O
መዚ O
ግና O
እቲ O
መቓብራት B-ORG
ሓይልታት I-ORG
ትግራይ I-ORG
ኣብ O
ዝሓለፈ B-DATE
ዓሰርተታት I-DATE
ዓመታት I-DATE
ብዓሌት O
ዝተደረኸ O
ቅትለት O
ይፍጽም O
ምንባሩ O
ዘርእይ O
ምዃኑ O
ይሕብሩ O
። O

ተመራመርቲ O
ዩኒቨርስቲ B-ORG
ጎንደር I-ORG
ምስ O
ህወሓት B-ORG
ርክብ O
ከምዘለዎ O
ዝተገለጸ O
ጃምላዊ O
መቓብራት O
ምርካቦም O
ገሊጾም O
ኔሮም O
። O

ኣብቲ O
ኲናት O
ዝሳተፉ O
ዘለው O
ኩሎም O
ወገናት O
ጃምላዊ O
ቅትለት O
ከምዝፈጸሙ O
ይኽሰሱ O
። O

ኣብ O
ኢትዮጵያ B-LOC
ኣብ O
መነጎ O
ብቀዳማይ O
ሚኒስተር O
ኣብዪ B-PER
ኣሕመድ I-PER
ዝምራሕ O
ፌደራላዊ B-ORG
መንግስትን I-ORG
እቲ O
ንዓሰርተታት B-DATE
ዓመተት I-DATE
